label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,1-1-5736,1-1-5741,1-1-5786,1-1-5787,1-1-5789
,136,136,2,190.087189,3.330,0.822811,[M-H]-,,1-(4-Hydroxyphenyl)piperidin-2-one,1-(4-Hydroxyphenyl)piperidin-2-one,C11H13NO2,-1.000,0.882998,190.087189,35545.86,27882.98,35607.88,33105.33,25187.79
,137,137,4,191.019623,14.233,0.778659,[M-H]-,,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.253,0.559165,191.019623,7274850.50,7448370.00,9163763.00,7116347.50,9726501.00
,138,138,2,191.071213,2.882,0.833892,[M-H]-,,Myristicin isomer,Myristicin isomer,C11H12O3,0.187,0.798591,191.071213,9090.52,7764.43,17760.46,6570.72,19469.22
,139,139,5,192.017838,13.355,0.849859,[M-H]-,,Phosphocreatinine,Phosphocreatinine,C4H8N3O4P,0.304,0.715189,192.017838,18392.04,27340.04,15528.98,19396.45,25594.40
,140,140,5,192.066574,4.097,0.824446,[M-H]-,,2-Methylhippuric acid,2-Methylhippuric acid,C10H11NO3,1.137,0.238336,192.066574,1079952.38,2200490.25,2568909.00,2484210.00,2759615.25
,141,141,3,192.066528,7.287,0.815654,[M-H]-,,Phenaceturic acid,Phenaceturic acid,C10H11NO3,0.387,0.476672,192.066528,4907.19,7042.82,5976.77,8050.09,10807.71
,142,142,5,192.066574,4.097,0.824462,[M-H]-,,Phenylacetylglycine,Phenylacetylglycine,C10H11NO3,1.247,0.238336,192.066574,1079753.50,2200490.25,2568552.75,2484210.00,2759615.25
,143,143,4,193.035065,12.112,0.842953,[M-H]-,,5-Keto-D-gluconic acid ,5-Keto-D-gluconic acid ,C6H10O7,1.112,1.659978,193.035065,19143.73,9870.58,17322.36,21680.89,38274.57
,144,144,5,193.035187,13.048,0.833759,[M-H]-,,2-dehydrogluconate,2-dehydrogluconate,C6H10O7,0.238,1.027606,193.035187,219221.25,224467.30,205831.05,230535.33,220264.61
,145,145,5,193.035187,13.048,0.833760,[M-H]-,,Galacturonic acid,Galacturonic acid,C6H10O7,0.374,1.027606,193.035187,219221.25,224467.30,205831.05,230535.33,220264.61
,146,146,2,193.050446,2.621,0.792985,[M-H]-,,Hydroxy-methoxycinnamic acid,Hydroxy-methoxycinnamic acid,C10H10O4,-1.000,0.948484,193.050446,26767.68,27169.17,44872.67,20052.21,56803.24
,147,147,1,193.050385,3.203,0.812088,[M-H]-,,Hydroxy-methoxycinnamic acid,Hydroxy-methoxycinnamic acid,C10H10O4,-1.000,1.264646,193.050385,47372.16,39383.75,72969.80,20141.65,35931.49
,148,148,3,193.050476,4.093,0.826233,[M-H]-,,Hydroxy-methoxycinnamic acid,Hydroxy-methoxycinnamic acid,C10H10O4,-1.000,0.790403,193.050476,125572.54,60429.17,200829.67,22828.37,96315.79
,149,149,2,197.045319,3.685,0.656859,[M-H]-,,DL-4-Hydroxy-3-methoxymandelic acid,DL-4-Hydroxy-3-methoxymandelic acid,C9H10O5,0.655,1.161568,197.045319,15479.35,4955.63,8905.05,6303.29,9827.21
,150,150,5,193.071518,11.459,0.726350,[M-H]-,,Methylglucoside isomer,Methylglucoside isomer,C7H14O6,0.189,1.264507,193.071518,57101.78,41587.70,25453.52,22978.40,49660.47
,151,151,4,193.123169,2.439,0.842620,[M-H]-,,Neocnidilide isomer,Neocnidilide isomer,C12H18O2,0.007,1.185158,193.123169,46966.44,53253.92,49792.23,86213.37,48229.07
,152,152,2,194.045685,6.982,0.727556,[M-H]-,,Hydroxy Hippuric Acid,Hydroxy Hippuric Acid,C9H9NO4,0.957,1.022254,194.045685,13412.65,9727.45,10375.59,9534.44,9359.04
,153,153,2,194.045654,3.171,0.811847,[M-H]-,,2-hydroxyhippuric acid,2-hydroxyhippuric acid,C9H9NO4,0.959,1.179524,194.045654,34499.29,42617.23,70656.96,17685.02,55859.98
,154,154,1,194.082031,11.649,0.664500,[M-H]-,,O-Benzyl-L-serine isomer,O-Benzyl-L-serine isomer,C10H13NO3,0.664,1.179303,194.082031,10018.18,10387.55,9078.65,16844.23,11706.79
,155,155,1,194.118454,4.074,0.667532,[M-H]-,,2-hydroxymexiletine,2-hydroxymexiletine,C11H17NO2,1.026,1.021871,194.118454,11866.51,10206.13,6284.20,5238.80,6557.18
,156,156,5,195.050827,12.301,0.756983,[M-H]-,,D-Galactonic acid,D-Galactonic acid,C6H12O7,0.399,1.016986,195.050827,104862.68,118293.22,99308.93,116520.09,185481.02
,157,157,1,195.066040,2.093,0.615097,[M-H]-,,3_4-Dimethoxyphenylacetic acid,3_4-Dimethoxyphenylacetic acid,C10H12O4,0.659,1.251578,195.066040,13300.83,12031.12,16273.46,21179.80,13856.50
,158,158,1,195.066071,2.691,0.835846,[M-H]-,,3_4-Dimethoxyphenylacetic acid,3_4-Dimethoxyphenylacetic acid,C10H12O4,0.061,1.095131,195.066071,17319.71,14845.83,9930.10,8278.56,20821.60
,159,159,1,195.077301,3.568,0.833271,[M-H]-,,aminohydroxyphenylalanine isomer,aminohydroxyphenylalanine isomer,C9H12N2O3,1.584,1.095068,195.077301,7242.50,9566.31,9991.95,5406.62,7763.64
,160,160,1,196.061340,1.064,0.522009,[M-H]-,,L-Dopa,L-Dopa,C9H11NO4,1.676,1.011745,196.061340,16659.41,29902.40,21805.80,24208.39,26845.60
,161,161,5,196.072601,10.795,0.850148,[M-H]-,,N-acetyl-histidine,N-acetyl-histidine,C8H11N3O3,0.391,0.856043,196.072601,31333.14,22398.54,22971.13,20697.76,24991.71
,162,162,5,197.031494,4.079,0.832228,[M-H]-,,2_4-Dinitrophenylhydrazine isomer,2_4-Dinitrophenylhydrazine isomer,C6H6N4O4,0.981,0.696990,197.031494,17138784.00,27634344.00,13202721.00,16987614.00,18716034.00
,163,163,5,193.071564,7.958,0.813192,[M-H]-,,Methylglucoside,Methylglucoside,C7H14O6,0.465,1.027412,193.071564,772081.19,839768.44,851812.94,946799.06,966698.81
,164,164,3,263.022858,2.579,0.849327,[M-H]-,,(3-Methoxy-4-hydroxyphenyl)ethylene glycol sulfate,(3-Methoxy-4-hydroxyphenyl)ethylene glycol sulfate,C9H12O7S,0.021,0.928210,263.022858,40605.50,26094.92,27364.35,40601.57,24709.46
,165,165,5,263.128571,2.476,0.835178,[M-H]-,,Abscisic Acid,Abscisic Acid,C15H20O4,1.716,1.159796,263.128571,94862.12,38791.48,49411.00,51090.86,86756.02
,166,166,5,264.108734,14.085,0.836769,[M-H]-,,D-1-[(3-Carboxypropyl)amino]-1-deoxyfructose,D-1-[(3-Carboxypropyl)amino]-1-deoxyfructose,C10H19NO7,0.173,0.577746,264.108734,8942.11,12797.57,8844.45,13055.99,9619.69
,167,167,2,265.144226,2.318,0.721334,[M-H]-,,4-Gingerol isomer,4-Gingerol isomer,C15H22O4,0.089,1.150979,265.144226,311122.62,194292.11,355114.50,461779.91,310546.34
,168,168,5,265.217194,2.299,0.835097,[M-H]-,,C17:2,C17:2,C17H30O2,0.187,0.460265,265.217194,915992.25,820091.81,561517.81,1000945.69,690475.69
,169,169,4,267.072144,12.789,0.836795,[M-H]-,,2-(alpha-D-Mannosyl)-D-glycerate isomer,2-(alpha-D-Mannosyl)-D-glycerate isomer,C9H16O9,0.533,0.000000,267.072144,8441.76,12857.00,10918.11,13460.27,14834.74
,170,170,5,267.073425,8.157,0.841437,[M-H]-,,inosine,inosine,C10H12N4O5,0.273,0.228533,267.073425,13703989.00,1551485.50,14329767.00,9603867.00,8272429.50
,171,171,1,267.108398,12.159,0.845493,[M-H]-,,6-O-(2-(2-Hydroxyethoxy)ethyl)-D-glucose isomer,6-O-(2-(2-Hydroxyethoxy)ethyl)-D-glucose isomer,C10H20O8,0.301,0.571258,267.108398,8942.13,4559.12,15917.80,25029.45,4410.08
,172,172,4,267.159973,3.147,0.840024,[M-H]-,,Corey PG-Lactone Diol isomer,Corey PG-Lactone Diol isomer,C15H24O4,1.039,0.799607,267.159973,76843.59,66305.77,68163.34,62067.03,60762.26
,173,173,5,267.232788,2.276,0.825113,[M-H]-,,C17:1,C17:1,C17H32O2,0.185,0.570992,267.232788,4125808.25,4761755.50,3785410.75,5786488.50,3151926.00
,174,174,4,268.155426,4.107,0.849982,[M-H]-,,Ethyl 7-(2-formyl-5-oxopyrrolidin-1-yl)heptanoate isomer,Ethyl 7-(2-formyl-5-oxopyrrolidin-1-yl)heptanoate isomer,C14H23NO4,1.169,0.000000,268.155426,51894.45,53070.47,46101.11,40812.97,41433.33
,175,175,4,269.045410,2.149,0.845933,[M-H]-,,Apigenin isomer,Apigenin isomer,C15H10O5,0.684,0.567145,269.045410,41753.04,19366.10,16176.08,4472.17,18083.46
,176,176,4,269.045410,2.149,0.845933,[M-H]-,,Baicalein isomer,Baicalein isomer,C15H10O5,0.126,0.567145,269.045410,41753.04,19366.10,16176.08,4472.17,18083.46
,177,177,3,269.175781,3.091,0.776982,[M-H]-,,(10S)-Juvenile hormone III acid diol isomer,(10S)-Juvenile hormone III acid diol isomer,C15H26O4,0.437,0.226748,269.175781,80431.99,77625.99,79628.22,80773.87,80364.27
,178,178,3,266.088013,13.141,0.838406,[M-H]-,,Neuraminic acid,Neuraminic acid,C9H17NO8,1.025,0.458759,266.088013,10134.27,11750.34,8750.67,7891.71,13420.34
,179,179,5,256.093842,6.753,0.838732,[M-H]-,,5-Methylcytidine,5-Methylcytidine,C10H15N3O5,0.947,0.238331,256.093842,8290.35,16543.43,14040.69,15774.91,11419.17
,180,180,5,256.093903,8.596,0.831287,[M-H]-,,5-Methylcytidine,5-Methylcytidine,C10H15N3O5,0.896,0.000000,256.093903,11335.96,10356.87,9611.59,12026.70,10572.63
,181,181,5,256.095215,13.807,0.850513,[M-H]-,,Glycerophosphocholine,Glycerophosphocholine,C8H20NO6P,0.266,1.310813,256.095215,59859.42,43100.49,50241.03,37021.25,52832.26
,182,182,4,257.077789,5.544,0.840744,[M-H]-,,Ribothymidine isomer,Ribothymidine isomer,C10H14N2O6,0.287,0.474838,257.077789,39171.85,11104.53,20110.16,16441.99,16333.09
,183,183,3,257.077911,7.129,0.578764,[M-H]-,,Ribothymidine isomer,Ribothymidine isomer,C10H14N2O6,1.872,0.000000,257.077911,18508.79,19523.47,24757.63,14173.68,17066.21
,184,184,2,257.175720,7.832,0.737672,[M-H]-,,Tetradecanedioic acid,Tetradecanedioic acid,C14H26O4,0.071,0.474657,257.175720,5593.46,7413.97,5488.03,6618.79,11129.21
,185,185,2,257.211884,2.462,0.849053,[M-H]-,,3-hydroxypentadecanoic acid isomer,3-hydroxypentadecanoic acid isomer,C15H30O3,0.064,1.305122,257.211884,34137.93,37327.37,37204.49,35256.48,44545.00
,186,186,5,258.038239,13.374,0.847295,[M-H]-,,glucosamine-6-phosphate,glucosamine-6-phosphate,C6H14NO8P,0.702,0.709605,258.038239,13826.29,20254.34,10821.37,12173.32,14896.66
,187,187,5,258.038239,13.374,0.847295,[M-H]-,,glucosamine-1-phosphate,glucosamine-1-phosphate,C6H14NO8P,0.280,0.709605,258.038239,13826.29,20254.34,10821.37,12173.32,14896.66
,188,188,5,259.022278,13.686,0.793156,[M-H]-,,Mannose 6-phosphate,Mannose 6-phosphate,C6H13O9P,0.064,0.706910,259.022278,368268.34,760211.31,350921.78,284416.94,395030.91
,189,189,5,259.022278,13.686,0.793156,[M-H]-,,D-Fructose-6-phosphate,D-Fructose-6-phosphate,C6H13O9P,0.054,0.706910,259.022278,368268.34,760211.31,350921.78,284416.94,395030.91
,190,190,5,259.022278,13.686,0.791625,[M-H]-,,hexose-phosphate,hexose-phosphate,C6H13O9P,0.434,0.706910,259.022278,368268.34,760211.31,350921.78,284416.94,395030.91
,191,191,5,259.022278,13.686,0.792570,[M-H]-,,glucose-6-phosphate,glucose-6-phosphate,C6H13O9P,0.174,0.706910,259.022278,368268.34,760211.31,350921.78,284416.94,395030.91
,192,192,5,259.022278,13.686,0.792570,[M-H]-,,glucose-1-phosphate,glucose-1-phosphate,C6H13O9P,0.174,0.706910,259.022278,368268.34,760211.31,350921.78,284416.94,395030.91
,193,193,5,259.129761,12.135,0.849398,[M-H]-,,Gamma-Glu-Leu,Gamma-Glu-Leu,C11H20N2O5,0.086,0.706616,259.129761,138960.77,111928.85,106417.65,93629.27,156937.36
,194,194,5,260.088623,13.592,0.849857,[M-H]-,,Asn Glu,Asn Glu,C9H15N3O6,0.084,0.704011,260.088623,43274.44,22484.30,31526.65,16424.34,27631.38
,195,195,3,260.113739,13.265,0.846838,[M-H]-,,O-succinylcarnitine,O-succinylcarnitine,C11H19NO6,0.183,0.821267,260.113739,16738.62,19489.97,21674.96,7259.80,20209.88
,196,196,5,260.125061,15.199,0.846336,[M-H]-,,Asp Lys,Asp Lys,C10H19N3O5,1.054,0.469275,260.125061,26528.90,14514.09,15383.29,7851.07,22875.27
,197,197,5,260.125061,15.199,0.845852,[M-H]-,,Lys-Asp,Lys-Asp,C10H19N3O5,0.341,0.469275,260.125061,26528.90,14514.09,15383.29,7851.07,22875.27
,198,198,4,281.175720,2.551,0.814238,[M-H]-,,Gelcohol,Gelcohol,C16H26O4,1.654,0.434142,281.175720,197145.62,99466.71,194204.75,105692.40,153566.95
,199,199,5,281.248352,2.262,0.827403,[M-H]-,,C18:1,C18:1,C18H34O2,0.183,0.868060,281.248352,435194208.00,450292064.00,365511840.00,510861568.00,366833152.00
,200,200,5,282.084412,10.095,0.849335,[M-H]-,,Guanosine,Guanosine,C10H13N5O5,0.370,0.108186,282.084412,156956.48,25674.95,165645.08,120888.74,108448.30
,201,201,5,282.084412,10.095,0.849335,[M-H]-,,Guanosine isomer,Guanosine isomer,C10H13N5O5,1.173,0.108186,282.084412,156956.48,25674.95,165645.08,120888.74,108448.30
,202,202,1,283.068512,10.308,0.834540,[M-H]-,,xanthosine,xanthosine,C10H12N4O6,0.945,0.323430,283.068512,3445.85,2996.59,805.41,498.17,5054.56
,203,203,1,283.082306,4.591,0.805949,[M-H]-,,p-Cresyl glucuronide,p-Cresyl glucuronide,C13H16O7,-1.000,0.107805,283.082306,6476.56,1929.36,8151.38,9989.96,7329.16
,204,204,3,269.175781,3.091,0.777153,[M-H]-,,Ethylene brassylate,Ethylene brassylate,C15H26O4,1.107,0.226748,269.175781,80431.99,77625.99,79628.22,80773.87,80364.27
,205,205,4,285.206970,2.616,0.814084,[M-H]-,,hexadecanedioic acid,hexadecanedioic acid,C16H30O4,1.592,0.535007,285.206970,157310.61,116680.82,149141.34,177553.38,107595.27
,206,206,2,288.120117,13.161,0.834384,[M-H]-,,Ophthalmic acid isomer,Ophthalmic acid isomer,C11H19N3O6,0.959,0.000000,288.120117,16831.33,10545.87,6508.28,5759.07,19544.96
,207,207,2,288.120117,13.161,0.834384,[M-H]-,,ophthalmic acid ,ophthalmic acid ,C11H19N3O6,0.272,0.000000,288.120117,16831.33,10545.87,6508.28,5759.07,19544.96
,208,208,1,288.145264,13.053,0.651698,[M-H]-,,O-adipoyl-L-carnitine,O-adipoyl-L-carnitine,C13H23NO6,0.341,0.000000,288.145264,581.43,22667.88,0.00,756.63,0.00
,209,209,4,289.033051,13.652,0.842516,[M-H]-,,sedoheptoluse-7-phosphate,sedoheptoluse-7-phosphate,C7H15O10P,0.399,0.105585,289.033051,45283.18,59528.96,58846.69,36943.97,72248.37
,210,210,5,283.263916,2.243,0.817124,[M-H]-,,C18:0,C18:0,C18H36O2,0.202,1.185089,283.263916,158291392.00,151991184.00,144126256.00,158376848.00,131396320.00
,211,211,5,269.248627,2.271,0.831083,[M-H]-,,C17:0,C17:0,C17H34O2,0.199,0.113343,269.248627,7503422.00,6260938.00,5956230.50,7728827.50,5573492.50
,212,212,1,273.001923,13.611,0.742259,[M-H]-,,D-Glucuronic acid 1-phosphate,D-Glucuronic acid 1-phosphate,C6H11O10P,0.513,0.782497,273.001923,4174.02,3507.73,7479.91,1329.29,4152.12
,213,213,5,274.104431,13.494,0.837713,[M-H]-,,Gln-Glu isomer,Gln-Glu isomer,C10H17N3O6,0.091,0.111336,274.104431,473839.97,461915.41,312204.12,267593.34,382987.50
,214,214,5,274.104431,13.494,0.837713,[M-H]-,,Gln-Glu,Gln-Glu,C10H17N3O6,0.636,0.111336,274.104431,473839.97,461915.41,312204.12,267593.34,382987.50
,215,215,1,274.129608,12.706,0.835068,[M-H]-,,Glutarylcarnitine,Glutarylcarnitine,C12H21NO6,0.742,0.000000,274.129608,2556.88,12787.62,3571.09,1282.03,2644.84
,216,216,5,274.140900,15.312,0.776208,[M-H]-,,epsilon-(gamma-Glutamyl)-lysine,epsilon-(gamma-Glutamyl)-lysine,C11H21N3O5,0.859,0.222642,274.140900,76106.13,67262.94,65520.74,46169.59,64536.83
,217,217,5,275.088501,13.436,0.847674,[M-H]-,,Glu-Glu,Glu-Glu,C10H16N2O7,0.498,0.110937,275.088501,13729.57,19284.12,15612.02,11027.09,14002.22
,218,218,5,275.201935,2.309,0.831959,[M-H]-,,C18:4,C18:4,C18H28O2,0.183,0.998025,275.201935,2991802.00,2647710.75,2390450.25,4399654.00,2540921.75
,219,219,1,277.119293,7.310,0.624931,[M-H]-,,Pro-Tyr,Pro-Tyr,C14H18N2O4,1.546,0.330373,277.119293,11423.62,6380.86,11786.85,10458.18,6888.06
,220,220,5,277.217255,2.295,0.828240,[M-H]-,,C18:3,C18:3,C18H30O2,0.184,0.220171,277.217255,71621992.00,65698124.00,55678080.00,87647304.00,63421388.00
,221,221,5,279.160095,2.509,0.852175,[M-H]-,,Brefeldin A,Brefeldin A,C16H24O4,1.693,0.327958,279.160095,152312.58,130797.44,162881.67,97933.88,112527.88
,222,222,5,279.232849,2.271,0.828159,[M-H]-,,C18:2 ,C18:2 ,C18H32O2,0.193,0.327872,279.232849,573176000.00,571745472.00,474599840.00,723070656.00,530947072.00
,223,223,5,280.103760,12.880,0.848392,[M-H]-,,N-(1-Deoxy-1-fructosyl)threonine,N-(1-Deoxy-1-fructosyl)threonine,C10H19NO8,1.161,0.108951,280.103760,19349.45,16448.44,19667.71,16010.88,21373.27
,224,224,1,238.144821,2.934,0.774204,[M-H]-,,Albuterol isomer,Albuterol isomer,C13H21NO3,1.258,0.192221,238.144821,8128.12,1632.75,19237.04,4073.81,3472.58
,225,225,5,239.016556,13.890,0.782346,[M-H]-,,cystine,cystine,C6H12N2O4S2,0.230,0.063840,239.016556,137963.30,207099.00,123812.84,105814.16,108189.79
,226,226,5,239.034500,12.426,0.846178,[M-H]-,,aspartyltaurine,aspartyltaurine,C6H12N2O6S,1.008,0.702186,239.034500,15232.62,29402.16,30804.65,13099.50,17631.88
,227,227,5,239.114838,14.122,0.851911,[M-H]-,,Anserine,Anserine,C10H16N4O3,0.186,0.510509,239.114838,83561.24,57803.00,107030.80,75242.13,163553.97
,228,228,5,239.114838,14.122,0.851911,[M-H]-,,Homocarnosine,Homocarnosine,C10H16N4O3,0.148,0.510509,239.114838,83561.24,57803.00,107030.80,75242.13,163553.97
,229,229,5,239.165207,2.388,0.822669,[M-H]-,,L-Menthyl acetoacetate isomer,L-Menthyl acetoacetate isomer,C14H24O3,1.810,0.255201,239.165207,1433566.62,2216774.25,1408631.62,3734975.75,995394.06
,230,230,4,239.201508,2.304,0.830265,[M-H]-,,C15:1,C15:1,C15H28O2,0.203,0.637905,239.201508,547181.62,616032.94,505280.84,623214.56,660064.38
,231,231,2,239.997162,2.313,0.846716,[M-H]-,,Indole-3-carboxilic acid-O-sulphate,Indole-3-carboxilic acid-O-sulphate,C9H7NO5S,0.067,0.254316,239.997162,103528.25,56846.89,166542.94,259873.36,113024.85
,232,232,5,240.160492,2.495,0.854116,[M-H]-,,valeroidine isomer,valeroidine isomer,C13H23NO3,0.283,0.127072,240.160492,190540.31,199863.70,156878.48,228453.36,206321.42
,233,233,5,240.160492,2.495,0.853835,[M-H]-,,Undecylenoyl glycine,Undecylenoyl glycine,C13H23NO3,1.697,0.127072,240.160492,190540.31,199863.70,156878.48,228453.36,206321.42
,234,234,5,255.232834,2.285,0.822419,[M-H]-,,C16:0,C16:0,C16H32O2,0.191,0.478270,255.232834,469489792.00,573109952.00,455830272.00,557645248.00,356291616.00
,235,235,4,241.012283,13.871,0.844819,[M-H]-,,Inositol cyclic phosphate,Inositol cyclic phosphate,C6H11O8P,0.239,1.646095,241.012283,14412.58,20244.59,9092.36,10123.13,6465.01
,236,236,5,241.082855,4.484,0.835867,[M-H]-,,thymidine,thymidine,C10H14N2O5,0.786,0.569634,241.082855,337963.38,402978.88,348081.47,298398.28,317219.09
,237,237,4,241.086823,2.103,0.850181,[M-H]-,,Equol,Equol,C15H14O3,0.567,0.822791,241.086823,28832.74,10869.05,21878.03,15976.86,15100.01
,238,238,4,241.086823,2.103,0.850181,[M-H]-,,equol,equol,C15H14O3,0.029,0.822791,241.086823,28832.74,10869.05,21878.03,15976.86,15100.01
,239,239,2,241.144455,2.905,0.690257,[M-H]-,,Methyl 2-acetyl-3-oxodecanoate isomer,Methyl 2-acetyl-3-oxodecanoate isomer,C13H22O4,0.249,0.316383,241.144455,36406.76,77928.20,74133.38,55360.27,63003.36
,240,240,5,241.217255,2.313,0.824311,[M-H]-,,C15:0,C15:0,C15H30O2,0.207,0.189772,241.217255,4633882.00,4931572.50,4927010.00,6058858.00,3810716.00
,241,241,5,242.078247,9.374,0.823628,[M-H]-,,cytidine,cytidine,C9H13N3O5,0.118,0.000000,242.078247,346509.34,377462.09,303810.12,264125.94,340793.47
,242,242,4,241.012253,13.871,0.835329,[M-H]-,,Inositol cyclic phosphate isomer 2,Inositol cyclic phosphate isomer 2,C6H11O8P,1.740,1.519472,241.012253,14412.58,20244.59,9092.36,10123.13,6465.01
,243,243,2,231.087280,12.944,0.627286,[M-H]-,,Glycerol 1-propanoate diacetate isomer,Glycerol 1-propanoate diacetate isomer,C10H16O6,0.362,0.594273,231.087280,15243.04,18147.98,10752.42,14545.41,16778.56
,244,244,2,233.012375,2.331,0.836057,[M-H]-,,Hydroxytyrosol 4'-sulfate,Hydroxytyrosol 4'-sulfate,C8H10O6S,0.120,0.720333,233.012375,35950.11,25102.32,94299.75,30433.87,79211.62
,245,245,5,233.077759,13.518,0.852128,[M-H]-,,Glu-Ser,Glu-Ser,C8H14N2O6,0.037,0.654665,233.077759,87476.31,55084.10,63714.86,44723.64,62807.00
,246,246,4,238.093170,12.426,0.710648,[M-H]-,,N-Gluconyl ethanolamine isomer,N-Gluconyl ethanolamine isomer,C8H17NO7,0.825,0.256350,238.093170,100558.66,102704.06,96205.05,107420.81,110017.28
,247,247,4,233.154541,2.397,0.803217,[M-H]-,,Confertifoline,Confertifoline,C15H22O2,1.790,0.719894,233.154541,538021.00,795876.00,649308.25,655101.38,504854.84
,248,248,1,234.064209,2.147,0.745074,[M-H]-,,3-[2-(2H-1-3-Benzodioxol-5-yl)ethyl]-5-oxo-2-5-dihydro-1-2-3-oxadiazol-3-ium,3-[2-(2H-1-3-Benzodioxol-5-yl)ethyl]-5-oxo-2-5-dihydro-1-2-3-oxadiazol-3-ium,C11H11N2O4,0.057,1.694953,234.064209,9898.64,2560.84,8213.62,11288.90,9882.21
,249,249,5,235.133835,2.346,0.852290,[M-H]-,,Heptyl p-hydroxybenzoate,Heptyl p-hydroxybenzoate,C14H20O3,1.852,0.584046,235.133835,107234.30,140650.19,146508.88,146132.77,134945.03
,250,250,1,236.078522,9.388,0.621522,[M-H]-,,N-Acetyl-D-glucosaminate isomer,N-Acetyl-D-glucosaminate isomer,C8H15NO7,1.621,4.007348,236.078522,4378.95,3548.72,1192.61,3036.18,6792.20
,251,251,4,236.077438,11.594,0.821766,[M-H]-,,N-Acetyl-D-glucosaminate isomer,N-Acetyl-D-glucosaminate isomer,C8H15NO7,0.585,0.581712,236.077438,8408.60,8236.06,7430.54,3844.39,4668.88
,252,252,2,236.077438,11.390,0.796947,[M-H]-,,Fructosyl-glycine,Fructosyl-glycine,C8H15NO7,1.649,0.581712,236.077438,8408.60,8236.06,7430.54,3844.39,3760.61
,253,253,4,236.077423,13.284,0.840049,[M-H]-,,Fructosyl-glycine,Fructosyl-glycine,C8H15NO7,0.245,0.646346,236.077423,12804.61,14618.65,18950.03,16542.95,19815.28
,254,254,4,236.078781,9.591,0.839720,[M-H]-,,Sepiapterin,Sepiapterin,C9H11N5O3,0.145,0.581708,236.078781,9277.23,7716.12,5375.21,5278.61,5996.91
,255,255,4,237.113129,2.807,0.832776,[M-H]-,,Benzyl b-L-arabinopyranoside ,Benzyl b-L-arabinopyranoside ,C13H18O4,1.379,0.450466,237.113129,62392.88,44751.03,75642.88,44068.15,59595.75
,256,256,5,237.149506,2.355,0.823899,[M-H]-,,Geranyl acetoacetate isomer 1,Geranyl acetoacetate isomer 1,C14H22O3,0.165,0.450397,237.149506,3020559.75,3153415.25,4283149.00,2872040.25,2438383.50
,257,257,5,237.149506,2.355,0.824084,[M-H]-,,Geranyl acetoacetate isomer 2,Geranyl acetoacetate isomer 2,C14H22O3,1.843,0.450397,237.149506,3021884.75,3156062.00,4285736.00,2874410.00,2440433.75
,258,258,3,237.185837,2.346,0.853175,[M-H]-,,C15:2,C15:2,C15H26O2,0.214,0.707658,237.185837,204128.42,233395.86,181837.67,298264.72,140222.53
,259,259,1,248.079987,3.883,0.821129,[M-H]-,,2'_3'-Anhydroadenosine,2'_3'-Anhydroadenosine,C10H11N5O3,1.399,4.305546,248.079987,8164.12,4794.84,7265.02,7910.93,3917.92
,260,260,4,249.007477,2.551,0.847250,[M-H]-,,3_4-Dihydroxyphenylglycol O-sulfate,3_4-Dihydroxyphenylglycol O-sulfate,C8H10O7S,0.055,0.122557,249.007477,62536.65,50142.29,93687.65,52305.59,67676.04
,261,261,2,249.149567,2.397,0.657766,[M-H]-,,Gemfibrozil isomer,Gemfibrozil isomer,C15H22O3,0.034,0.183730,249.149567,78301.03,91302.48,66853.82,43987.54,70008.87
,262,262,2,249.149567,2.397,0.835223,[M-H]-,,Pentalenic acid,Pentalenic acid,C15H22O3,1.801,0.183730,249.149567,81531.10,96410.38,70433.08,47420.44,73479.34
,263,263,5,249.186005,2.313,0.825915,[M-H]-,,Methyl farnesoate isomer,Methyl farnesoate isomer,C16H26O2,0.347,0.000000,249.186005,1571243.00,1639556.00,1014618.81,2440055.75,1064247.00
,264,264,5,250.093216,12.852,0.836471,[M-H]-,,Muramic acid,Muramic acid,C9H17NO7,1.085,0.061012,250.093216,10334.29,13287.87,16048.35,11136.88,15084.60
,265,265,2,251.078445,13.500,0.730285,[M-H]-,,Deoxyinosine isomer,Deoxyinosine isomer,C10H12N4O4,0.008,0.546957,251.078445,1883.33,3335.58,7200.81,5368.15,1109.49
,266,266,5,251.078445,6.925,0.846620,[M-H]-,,deoxyinosine,deoxyinosine,C10H12N4O4,0.929,0.546957,251.078445,21170.05,15545.95,21397.65,15871.91,15784.61
,267,267,3,251.113617,7.698,0.767613,[M-H]-,,2_3-Butanediol glucoside isomer,2_3-Butanediol glucoside isomer,C10H20O7,1.406,0.060764,251.113617,8477.20,8725.36,5446.83,3948.85,12560.87
,268,268,4,251.128906,2.630,0.781086,[M-H]-,,3alpha-Hydroxyoreadone isomer,3alpha-Hydroxyoreadone isomer,C14H20O4,0.495,0.060761,251.128906,840695.75,744495.81,736815.19,674236.88,484428.09
,269,269,5,253.049957,13.053,0.850142,[M-H]-,,Glutaurine,Glutaurine,C7H14N2O6S,0.306,0.120599,253.049957,33674.37,27526.44,29969.83,35276.56,24377.98
,270,270,2,253.050537,3.818,0.768506,[M-H]-,,7_8-Dihydroxyflavone isomer,7_8-Dihydroxyflavone isomer,C15H10O4,0.766,0.361796,253.050537,72305.74,65018.48,18814.80,7077.01,51975.89
